Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;SearchTextSearch;ReplaceTextSearch;TextSize;Mean;Error;StdDev;Median;Gen0;Gen1;Gen2;Allocated
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text1_000;247.773 ns;2.0655 ns;1.9320 ns;247.299 ns;0.4435;0.0000;0.0000;2088 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text1_000;"2,850.233 ns";12.1385 ns;10.7604 ns;"2,846.981 ns";0.4425;0.0000;0.0000;2088 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text5_000;"1,014.842 ns";2.3153 ns;2.0525 ns;"1,014.350 ns";2.1725;0.0000;0.0000;10248 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text5_000;"13,801.630 ns";25.2598 ns;23.6281 ns;"13,797.014 ns";2.1667;0.0000;0.0000;10248 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text10_000;"2,198.366 ns";10.9670 ns;10.2585 ns;"2,201.720 ns";4.3449;0.0000;0.0000;20528 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text10_000;"28,314.317 ns";65.8315 ns;54.9723 ns;"28,303.415 ns";4.3335;0.0000;0.0000;20528 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text50_000;"33,782.931 ns";664.5261 ns;816.0977 ns;"34,020.926 ns";32.2266;32.2266;32.2266;102339 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace13_1;text50_000;"164,279.229 ns";214.6549 ns;190.2860 ns;"164,283.899 ns";32.2266;32.2266;32.2266;102350 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text10;12.651 ns;0.0378 ns;0.0353 ns;12.645 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text10;70.953 ns;0.1729 ns;0.1533 ns;70.994 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text50;16.140 ns;0.0508 ns;0.0450 ns;16.145 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text50;157.806 ns;0.9005 ns;0.8423 ns;157.695 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text100;17.511 ns;0.0346 ns;0.0289 ns;17.512 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text100;270.362 ns;0.4357 ns;0.3863 ns;270.395 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text500;147.420 ns;1.0602 ns;0.9917 ns;147.704 ns;0.2329;0.0000;0.0000;1096 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text500;"1,495.965 ns";3.4769 ns;2.9034 ns;"1,496.231 ns";0.2327;0.0000;0.0000;1096 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text1_000;252.160 ns;2.3418 ns;2.0760 ns;251.624 ns;0.4535;0.0000;0.0000;2136 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text1_000;"2,874.617 ns";12.2271 ns;11.4372 ns;"2,878.422 ns";0.4501;0.0000;0.0000;2136 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text5_000;"1,011.265 ns";8.0711 ns;7.5497 ns;"1,007.855 ns";2.2106;0.0000;0.0000;10424 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text5_000;"13,779.537 ns";18.6147 ns;15.5441 ns;"13,779.272 ns";2.1973;0.0000;0.0000;10424 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text10_000;"2,238.892 ns";15.9990 ns;14.9655 ns;"2,231.004 ns";4.4212;0.0000;0.0000;20928 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace2_1;replace21_1;text10_000;"28,317.805 ns";56.9535 ns;53.2744 ns;"28,310.632 ns";4.4250;0.0000;0.0000;20928 B
